,Facility Number,School Type,School District or Name,Facility Address,Age Group,MMR Vaccination Rate,County
2389,115224003,,East Hanover El Sch,2673 Sand Beach Rd,Kindergarten,100.0,Dauphin
2390,115226003,,Fink El Sch,150 N Race Street,Kindergarten,100.0,Dauphin
2391,115222752,,Foose Sch,1301 Sycamore St,Kindergarten,77.92,Dauphin
2392,300223690,,Goddard School,4397 Sturbridge Dr,Kindergarten,100.0,Dauphin
2393,115222504,,Halifax Area El Sch,3940 Peters Mountain Rd,Kindergarten,93.22,Dauphin
2394,115222504,,Halifax Area HS,3940 Peters Mountain Rd,12th Grade,87.5,Dauphin
2395,115222504,,Halifax Area MS,3940 Peters Mountain Rd,7th Grade,94.44,Dauphin
2396,215222503,,Harrisburg Catholic Elementary School 25th Street,555 S. 25th Street,Kindergarten,71.43,Dauphin
2397,215221503,,Harrisburg Catholic Elementary School State Street,212 State Street,Kindergarten,9.52,Dauphin
2398,215221583,,Harrisburg Christian School,2000 Blue Mountain Parkway,Kindergarten,91.18,Dauphin
2399,215221583,,Harrisburg Christian School,2000 Blue Mountain Parkway,7th Grade,86.49,Dauphin
2400,115222752,,Harrisburg HS,2451 Market St,12th Grade,90.76,Dauphin
2401,115222752,,Harrisburg HS - SciTech Cmp,215 Market Street,12th Grade,97.18,Dauphin
2402,115221753,,Hershey Early Childhood Ctr,450-Rear Homestead Road,Kindergarten,99.01,Dauphin
2403,115221753,,Hershey HS,550 Homestead Rd,12th Grade,98.93,Dauphin
2404,115221753,,Hershey MS,500 Homestead Rd,7th Grade,99.61,Dauphin
2405,215222753,,Holy Name of Jesus School,6190 Allentown Blvd,Kindergarten,97.62,Dauphin
2406,215222753,,Holy Name of Jesus School,6190 Allentown Blvd,7th Grade,97.44,Dauphin
2407,115220001,,Infinity CS,5405 Locust Lane,Kindergarten,100.0,Dauphin
2408,115220001,,Infinity CS,5405 Locust Lane,7th Grade,100.0,Dauphin
2409,115226003,,Kunkel El Sch,2401 Fulling Mill Rd,Kindergarten,98.7,Dauphin
2410,115221402,,Lawnton El Sch,4400 Franklin St,Kindergarten,98.33,Dauphin
2411,115226103,,Lenkerville El Sch,520 South Market Street,Kindergarten,96.08,Dauphin
2412,115221402,,Linglestown El Sch,1044 N Mountain Rd,Kindergarten,98.25,Dauphin
2413,115221402,,Linglestown MS,1200 N Mountain Rd,7th Grade,95.56,Dauphin
2414,115224003,,Londonderry El Sch,260 Schoolhouse Rd,Kindergarten,100.0,Dauphin
2415,300225870,,Londonderry School,1800 Bamberger Road,Kindergarten,80.95,Dauphin
2416,115224003,,Lower Dauphin HS,201 S Hanover St,12th Grade,98.99,Dauphin
2417,115224003,,Lower Dauphin MS,251 Quarry Rd,7th Grade,97.99,Dauphin
2418,115222752,,Marshall Academy,301 Hale Ave,7th Grade,96.97,Dauphin
2419,115222752,,Marshall Math Science Academy,301 Hale Avenue,7th Grade,97.73,Dauphin
2420,115222752,,Melrose Sch,2041 Berryhill St,Kindergarten,89.32,Dauphin
2421,115221402,,Middle Paxton El Sch,931 Peters Mountain Rd,Kindergarten,91.89,Dauphin
2422,115226003,,Middletown Area HS,1155 N Union St,12th Grade,97.83,Dauphin
2423,115226003,,Middletown Area MS,215 Oberlin Rd,7th Grade,100.0,Dauphin
2424,115226103,,Millersburg Area MS,799 Center St,7th Grade,100.0,Dauphin
2425,115226103,,Millersburg Area SHS,799 Center St,12th Grade,97.96,Dauphin
2426,215224123,,Milton Hershey School,PO Box 830,Kindergarten,94.59,Dauphin
2427,215224123,,Milton Hershey School,PO Box 830,7th Grade,98.81,Dauphin
2428,215224123,,Milton Hershey School,PO Box 830,12th Grade,100.0,Dauphin
2429,115221402,,Mountain View El Sch,400 Gibbel Rd,Kindergarten,96.55,Dauphin
2430,115221402,,North Side El Sch,4520 Devonshire Rd,Kindergarten,97.25,Dauphin
2431,115224003,,Nye El Sch,200 S John St,Kindergarten,98.08,Dauphin
2432,115221402,,Paxtang El Sch,3530 Rutherford St,Kindergarten,99.22,Dauphin
2433,115221402,,Paxtonia El Sch,6135 Jonestown Rd,Kindergarten,100.0,Dauphin
2434,115227398,,Pennsylvania STEAM Academy CS,1500 North Third Street,Kindergarten,89.74,Dauphin
2435,115221402,,Phillips El Sch,100 Oakmont Rd,Kindergarten,96.72,Dauphin
2436,115222343,,Premier Arts and Science CS,500 North 17th Street,Kindergarten,98.04,Dauphin
2437,115227871,,Reach Cyber CS,750 East Park Drive,Kindergarten,71.43,Dauphin
2438,115227871,,Reach Cyber CS,750 East Park Drive,7th Grade,91.37,Dauphin
2439,115227871,,Reach Cyber CS,750 East Park Drive,12th Grade,94.14,Dauphin
2440,115226003,,Robert Reid El Sch,201 Oberlin Road,Kindergarten,98.08,Dauphin
2441,115222752,,Rowland Academy,1842 Derry Street,7th Grade,78.0,Dauphin
2442,115221402,,Rutherford El Sch,6500 Clearfield St,Kindergarten,95.95,Dauphin
2443,115228303,,Sara Lindemuth El Sch,1201 N Progress Ave,Kindergarten,96.07,Dauphin
2444,115222752,,Scott at Lincoln School,1601 State St,Kindergarten,75.58,Dauphin
2445,215227103,,Seven Sorrows BVM School,360 E. Water Street,Kindergarten,100.0,Dauphin
2446,115224003,,South Hanover El Sch,15 W 3rd St,Kindergarten,91.11,Dauphin
2447,215227203,,St Catherine Laboure School,4020 Derry St,Kindergarten,97.56,Dauphin
2448,215227203,,St Catherine Laboure School,4020 Derry St,7th Grade,100.0,Dauphin
2449,215227403,,St Joan of Arc School,1525 Sand Hill Rd,Kindergarten,96.61,Dauphin
2450,215227403,,St Joan of Arc School,1525 Sand Hill Rd,7th Grade,97.5,Dauphin
2451,215227603,,St Margaret Mary School,2826 Herr St,Kindergarten,100.0,Dauphin
2452,215227603,,St Margaret Mary School,2826 Herr St,7th Grade,100.0,Dauphin
2453,115228003,,Steelton-Highspire El Sch,250 Reynders Avenue,Kindergarten,98.21,Dauphin
2454,115228003,,Steelton-Highspire HS,250 Reynders Ave.,7th Grade,97.17,Dauphin
2455,115228003,,Steelton-Highspire HS,250 Reynders Ave.,12th Grade,99.03,Dauphin
2456,115228303,,Susquehanna Twp HS,3500 Elmerton Ave,12th Grade,98.08,Dauphin
2457,115228303,,Susquehanna Twp MS,801 Wood St,7th Grade,97.08,Dauphin
2458,115221402,,Swatara MS,1101 Highland St,7th Grade,99.01,Dauphin
2459,115223050,,Sylvan Heights Science CS,915 S 13th Street,Kindergarten,90.91,Dauphin
2460,115221402,,Tri-Community El Sch,255 Cypress St,Kindergarten,98.55,Dauphin
2461,115229003,,Upper Dauphin Area El Sch,5668 State Route 209,Kindergarten,97.26,Dauphin
2462,115229003,,Upper Dauphin Area HS,220 N Church St,12th Grade,98.67,Dauphin
2463,115229003,,Upper Dauphin Area MS,5668 State Route 209,7th Grade,97.53,Dauphin
2464,315220005,,Vista School,1021 Springboard Drive,12th Grade,100.0,Dauphin
2465,115221402,,West Hanover El Sch,7740 Manor Dr,Kindergarten,100.0,Dauphin
2466,112281302,,Benjamin Chambers El Sch,481 North Franklin St,Kindergarten,97.73,Franklin
2467,112281302,,Buchanan El Sch,730 E Washington St,Kindergarten,94.74,Franklin
2468,112281302,,Chambersburg Area Career Magnet Sch,2459 Loop Road,12th Grade,97.97,Franklin
2469,112281302,,Chambersburg Area MS - North,1957 Scotland Ave,7th Grade,96.59,Franklin
2470,112281302,,Chambersburg Area MS - South,1151 E McKinley St,7th Grade,98.54,Franklin
2471,112281302,,Chambersburg Area SHS,511 S 6th St,12th Grade,96.83,Franklin
2472,212281603,,Cumberland Valley Christian School,600 Miller St,Kindergarten,95.12,Franklin
2473,212281603,,Cumberland Valley Christian School,600 Miller St,7th Grade,96.97,Franklin
2474,212281603,,Cumberland Valley Christian School,600 Miller St,12th Grade,93.55,Franklin
2475,112289003,,Fairview Avenue El Sch,220 Fairview Ave,Kindergarten,95.74,Franklin
2476,112281302,,Falling Spring El Sch,1006 Falling Spring Rd,Kindergarten,95.45,Franklin
2477,112282004,,Fannett-Metal El Sch,14823 Path Valley Road,Kindergarten,89.66,Franklin
2478,112282004,,Fannett-Metal SHS,14823 Path Valley Road,12th Grade,100.0,Franklin
2479,112281302,,Fayetteville El Sch,8 E Main St,Kindergarten,94.19,Franklin
2480,112281302,,Grandview El Sch,5538 Cumberland Hwy,Kindergarten,91.3,Franklin
2481,112283003,,Greencastle-Antrim MS,370 South Ridge Ave,7th Grade,100.0,Franklin
2482,112283003,,Greencastle-Antrim Pri Sch,504 East Leitersburg Street,Kindergarten,95.34,Franklin
2483,112283003,,Greencastle-Antrim SHS,300 S Ridge Ave,12th Grade,100.0,Franklin
2484,112281302,,Guilford Hills El Sch,2105 Lincoln Way E,Kindergarten,100.0,Franklin
2485,112281302,,Hamilton Heights El Sch,1589 Johnson Rd,Kindergarten,94.23,Franklin
2486,112289003,,Hooverville El Sch,10829 Buchanan Trail East,Kindergarten,92.98,Franklin
2487,112286003,,James Buchanan HS,4773 Fort Loudon Rd,12th Grade,98.18,Franklin
2488,112286003,,James Buchanan MS,5191 Fort Loudon Rd,7th Grade,99.47,Franklin
2489,112286003,,James Buchanan MS,5191 Fort Loudon Rd,7th Grade - Home School,14.29,Franklin
2490,112281302,,Lurgan El Sch,8888 Roxbury Rd,Kindergarten,86.36,Franklin
2491,112281302,,Marion El Sch,145 Colorado St,Kindergarten,97.73,Franklin
2492,212287503,,Mercersburg Academy,100 Academy Dr,12th Grade,98.0,Franklin
2493,112286003,,Mercersburg El Sch,30 S Park Ave,Kindergarten,96.97,Franklin
2494,112286003,,Montgomery El Sch,9138 Fort Loudon Rd,Kindergarten,93.94,Franklin
2495,112286003,,Mountain View El Sch,2311 Lemar Rd,Kindergarten,95.65,Franklin
2496,112289003,,Mowrey El Sch,7891 Tomstown Road,Kindergarten,91.01,Franklin
2497,112281302,,New Franklin El Sch,3584 Wayne Rd,Kindergarten,84.85,Franklin
2498,112281302,,Scotland El Sch,3832 Scotland Main St,Kindergarten,95.65,Franklin
2499,212286503,,Shalom Christian Academy,126 Social Island Rd,Kindergarten,84.0,Franklin
2500,212286503,,Shalom Christian Academy,126 Social Island Rd,7th Grade,97.92,Franklin
2501,212286503,,Shalom Christian Academy,126 Social Island Rd,12th Grade,92.31,Franklin
2502,112281302,,South Hamilton El Sch,1019 Warm Spring Rd,Kindergarten,97.92,Franklin
2503,112286003,,St Thomas El Sch,70 School House Rd,Kindergarten,93.02,Franklin
2504,112281302,,Stevens El Sch,800 Hollywell Ave,Kindergarten,90.91,Franklin
2505,112289003,,Summitview El Sch,840 East Second Street,Kindergarten,94.74,Franklin
2506,112289003,,Waynesboro Area MS,702 E 2nd St,7th Grade,98.08,Franklin
2507,112289003,,Waynesboro Area SHS,550 E 2nd St,12th Grade,96.6,Franklin
2508,112289003,,Waynesboro Area SHS,550 E 2nd St,12th Grade - Home School,54.55,Franklin
2509,111292304,,Forbes Road El Sch,143 Red Bird Drive,Kindergarten,94.29,Fulton
2510,111292304,,Forbes Road JSHS,159 Red Bird Drive,7th Grade,96.55,Fulton
2511,111292304,,Forbes Road JSHS,159 Red Bird Drive,12th Grade,95.24,Fulton
2512,111291304,,McConnellsburg El Sch,151 E Cherry St,Kindergarten,96.88,Fulton
2513,111291304,,McConnellsburg HS,151 E Cherry St,12th Grade,98.21,Fulton
2514,111291304,,McConnellsburg MS,151 East Cherry Street,7th Grade,100.0,Fulton
2515,111297504,,Southern Fulton El Sch,3072 Great Cove Rd,Kindergarten,93.75,Fulton
2516,111297504,,Southern Fulton JSHS,13083 Buck Valley Rd,7th Grade,100.0,Fulton
2517,111297504,,Southern Fulton JSHS,13083 Buck Valley Rd,12th Grade,98.08,Fulton
2518,208312105,,Grier School,2522 Grier School Road,12th Grade,96.0,Huntingdon
2519,111312503,,Huntingdon Area MS,2500 Cassady Ave,7th Grade,100.0,Huntingdon
2520,111312503,,Huntingdon Area SHS,2400 Cassady Ave Ste 1,12th Grade,100.0,Huntingdon
2521,111312804,,Juniata Valley El Sch,7855 Juniata Valley Pike,Kindergarten,94.59,Huntingdon
2522,111312804,,Juniata Valley JSHS,7775 Juniata Valley Pike,7th Grade,97.96,Huntingdon
2523,111312804,,Juniata Valley JSHS,7775 Juniata Valley Pike,12th Grade,98.18,Huntingdon
2524,111316003,,Mount Union Area JHS,706 North Shaver Street,7th Grade,97.26,Huntingdon
2525,111316003,,Mount Union Area SHS,706 North Shaver Street,12th Grade,100.0,Huntingdon
2526,111316003,,Mount Union-Kistler El Sch,154 School Street,Kindergarten,96.0,Huntingdon
2527,111440001,,New Day CS,256 South Fifth St,12th Grade,100.0,Huntingdon
2528,111317503,,Rockhill El Sch,PO Box 184,Kindergarten,100.0,Huntingdon
2529,111317503,,Southern Huntingdon Co HS/MS,10339 Pogue Road,7th Grade,100.0,Huntingdon
2530,111317503,,Southern Huntingdon Co HS/MS,10339 Pogue Road,12th Grade,100.0,Huntingdon
2531,111312503,,Southside El Sch,10906 Station Road,Kindergarten,100.0,Huntingdon
2532,111317503,,Spring Farms El Sch,12075 Old Plank Road,Kindergarten,95.83,Huntingdon
2533,111312503,,Standing Stone El Sch,10 29th Street,Kindergarten,98.21,Huntingdon
2534,111343603,,East Juniata El Sch,54 Main St,Kindergarten,88.52,Juniata
2535,111343603,,East Juniata JSHS,32944 Route 35,7th Grade,100.0,Juniata
2536,111343603,,East Juniata JSHS,32944 Route 35,12th Grade,98.53,Juniata
2537,111343603,,Juniata El Sch,75 S 7th St,Kindergarten,92.17,Juniata
2538,111343603,,Juniata SHS,3931 William Penn Highway,12th Grade,96.97,Juniata
2539,111343603,,Tuscarora MS,3873 William Penn Highway,7th Grade,96.3,Juniata
2540,113380303,,Annville Cleona HS,500 S White Oak St,12th Grade,96.3,Lebanon
2541,113380303,,Annville El Sch,205 S White Oak St,Kindergarten,98.92,Lebanon
2542,113380303,,Annville-Cleona MS,500 S White Oak St,7th Grade,97.09,Lebanon
2543,113381303,,Cedar Crest HS,115 E Evergreen Rd,12th Grade,95.74,Lebanon
2544,113381303,,Cedar Crest MS,101 E Evergreen Rd,7th Grade,97.69,Lebanon
2545,113381303,,Cornwall El Sch,45 Burd Coleman Rd,Kindergarten,92.94,Lebanon
2546,113382303,,Eastern Lebanon Co MS,60 Evergreen Dr,7th Grade,96.43,Lebanon
2547,113382303,,Eastern Lebanon Co MS,60 Evergreen Dr,7th Grade - Home School,38.46,Lebanon
2548,113382303,,Eastern Lebanon Co SHS,180 Elco Dr,12th Grade,96.89,Lebanon
2549,113382303,,Eastern Lebanon Co SHS,180 Elco Dr,12th Grade - Home School,40.0,Lebanon
2550,113381303,,Ebenezer El Sch,1600 Colonial Cir,Kindergarten,95.89,Lebanon
2551,113382303,,Fort Zeller El Sch,243 North Sheridan Road,Kindergarten,87.06,Lebanon
2552,113384603,,Harding El Sch,622 Chestnut St,Kindergarten,95.79,Lebanon
2553,113384603,,Houck El Sch,315 E Lehman St,Kindergarten,100.0,Lebanon
2554,113382303,,Jackson El Sch,558 W Main Ave,Kindergarten,87.32,Lebanon
2555,113384603,,Lebanon Intermediate Sch,350 N 8th St,7th Grade,97.54,Lebanon
2556,113384603,,Lebanon SHS,1000 S 8th St,12th Grade,99.65,Lebanon
2557,113385303,,Lingle Avenue El Sch,600 S Lingle Ave,Kindergarten,95.89,Lebanon
2558,213384803,,New Covenant Christian School,452 Ebenezer Rd,Kindergarten,73.33,Lebanon
2559,213384803,,New Covenant Christian School,452 Ebenezer Rd,7th Grade,83.33,Lebanon
2560,213384803,,New Covenant Christian School,452 Ebenezer Rd,12th Grade,73.91,Lebanon
2561,113385003,,Northern Lebanon El Sch,346 School Dr,Kindergarten,96.35,Lebanon
2562,113385003,,Northern Lebanon MS,345 School Dr,7th Grade,97.7,Lebanon
2563,113385003,,Northern Lebanon SHS,345 School Dr,12th Grade,98.62,Lebanon
2564,113384603,,Northwest El Sch,1315 Old Forge Road,Kindergarten,98.82,Lebanon
2565,113385303,,Palmyra Area MS,50 W Cherry St,7th Grade,97.45,Lebanon
2566,113385303,,Palmyra Area SHS,1125 Park Dr,12th Grade,97.83,Lebanon
2567,213381960,,Schaefferstown Mennonite High School,PO Box 327,12th Grade,80.0,Lebanon
2568,113381303,,South Lebanon El Sch,1825 S 5th Ave,Kindergarten,95.45,Lebanon
2569,113384603,,Southeast El Sch,499 East Pershing Ave,Kindergarten,94.37,Lebanon
2570,113384603,,Southwest El Sch,1500 Woodland St,Kindergarten,97.18,Lebanon
2571,113381303,,Union Canal El Sch,400 Narrows Dr,Kindergarten,98.04,Lebanon
2572,211441053,,Belleville Mennonite School,4105 Front Mountain Road,Kindergarten,95.65,Mifflin
2573,111444602,,East Derry El Sch,2316 Back Maitland Rd,Kindergarten,98.44,Mifflin
2574,111444602,,Indian Valley El Sch,125 Kish Rd,Kindergarten,95.74,Mifflin
2575,111444602,,Lewistown El Sch,1 Manor Drive,Kindergarten,98.18,Mifflin
2576,111444602,,Mifflin Co HS,501 Sixth Street,12th Grade,98.53,Mifflin
2577,111444602,,Mifflin Co MS,2 Manor Drive,7th Grade,97.36,Mifflin
2578,111444602,,Strodes Mills El Sch,185 Chestnut Ridge Rd,Kindergarten,98.73,Mifflin
2579,115508003,,Blain El Sch,132 Blain Rd,Kindergarten,90.7,Perry
2580,115508003,,Carroll El Sch,6670 Spring Rd,Kindergarten,96.43,Perry
2581,115503004,,Greenwood El Sch,405 E Sunbury St,Kindergarten,98.0,Perry
2582,115503004,,Greenwood HS,405 E Sunbury St,12th Grade,100.0,Perry
2583,115503004,,Greenwood MS,405 E Sunbury St,7th Grade,100.0,Perry
2584,115508003,,New Bloomfield El Sch,300 West High St,Kindergarten,100.0,Perry
2585,115504003,,Newport El Sch,559 North 5th St,Kindergarten,97.01,Perry
2586,115504003,,Newport HS,500 Caroline Street,12th Grade,100.0,Perry
2587,115504003,,Newport MS,500 Caroline Street,7th Grade,96.59,Perry
2588,115506003,,Susquenita El Sch,Susquenita Elementary Schol,Kindergarten,99.21,Perry
2589,115506003,,Susquenita HS,Susquenita High School,12th Grade,99.19,Perry
2590,115506003,,Susquenita MS,Susquenita Middle School,7th Grade,98.19,Perry
2591,115508003,,West Perry MS,2620 Shermans Valley Road,7th Grade,96.67,Perry
2592,115508003,,West Perry SHS,2608 Shermans Valley Road,12th Grade,97.4,Perry
2593,115219002,,Allen MS,4225 Gettysburg Rd,7th Grade,97.85,York
2594,112676403,,Baresville El Sch,135 Sanford Ave,Kindergarten,100.0,York
2595,212671503,,Bible Baptist Christian Academy,4190 Susquehanna Trail North,Kindergarten,60.0,York
2596,112672203,,Canadochly El Sch,PO Box 118,Kindergarten,96.36,York
2597,115219002,,Cedar Cliff HS,1301 Carlisle Road,12th Grade,98.47,York
2598,112671303,,Central York HS,601 Mundis Mill Rd,12th Grade,99.55,York
2599,112671303,,Central York MS,1950 N Hills Rd,7th Grade,98.15,York
2600,212672503,,Christian School of York,907 Greenbriar Rd,Kindergarten,78.0,York
2601,212672503,,Christian School of York,907 Greenbriar Rd,7th Grade,75.86,York
2602,112672803,,Clearview El Sch,801 Randolph St,Kindergarten,97.62,York
2603,112675503,,Clearview El Sch,2650 Delta Rd,Kindergarten,90.91,York
2604,112674403,,Conewago El Sch,570 Copenhaffer Rd,Kindergarten,96.3,York
2605,112673300,,Crispus Attucks CS,605 S Duke Street,12th Grade,97.47,York
2606,115219002,,Crossroads MS,535 Fishing Creek Rd,7th Grade,98.66,York
2607,112671603,,Dallastown Area MS,700 New School Ln,7th Grade,98.3,York
2608,112671603,,Dallastown Area MS,700 New School Ln,7th Grade - Home School,57.14,York
2609,112671603,,Dallastown Area SHS,700 New School Ln,12th Grade,99.35,York
2610,112671603,,Dallastown El Sch,105 South Charles Street,Kindergarten,97.56,York
2611,112679002,,Davis Sch,300 S Ogontz St,Kindergarten,93.9,York
2612,112679002,,Davis Sch,300 S Ogontz St,7th Grade,93.22,York
2613,112676203,,Delta-Peach Bottom El Sch,1081 Atom Rd,Kindergarten,95.08,York
2614,112679002,,Devers Sch,801 Chanceford Ave,Kindergarten,93.48,York
2615,112679002,,Devers Sch,801 Chanceford Ave,7th Grade,98.59,York
2616,115674603,,Dillsburg El Sch,202 S Chestnut St,Kindergarten,96.49,York
2617,112671803,,Dover Area El Sch,109 E Canal St,Kindergarten,100.0,York
2618,112671803,,Dover Area HS,4500 Intermediate Ave,12th Grade,99.6,York
2619,112671803,,Dover Area MS,46 W Canal St,7th Grade,98.86,York
2620,112672203,,Eastern York HS,PO Box 2002,12th Grade,98.46,York
2621,112672203,,Eastern York MS,746 Cool Creek Rd,7th Grade,98.8,York
2622,112679002,,Edgar Fahs Smith STEAM Academy,701 Texas Ave,Kindergarten,94.34,York
2623,112679002,,Edgar Fahs Smith STEAM Academy,701 Texas Ave,7th Grade,100.0,York
2624,112676403,,Emory H Markle MS,225 Bowman Rd,7th Grade,98.18,York
2625,112676403,,Emory H Markle MS,225 Bowman Rd,7th Grade - Home School,36.36,York
2626,115219002,,Fairview El Sch,480 Lewisberry Rd,Kindergarten,97.22,York
2627,112676203,,Fawn Area El Sch,504 Main St,Kindergarten,92.31,York
2628,112679002,,Ferguson Sch,525 N Newberry St,Kindergarten,92.06,York
2629,112679002,,Ferguson Sch,525 N Newberry St,7th Grade,98.67,York
2630,115219002,,Fishing Creek El Sch,510 Fishing Creek Rd,Kindergarten,100.0,York
2631,112676503,,Friendship El Sch,3457 Sticks Rd,Kindergarten,93.88,York
2632,112679002,,Goode Sch,251 N Broad St,Kindergarten,93.94,York
2633,112679002,,Goode Sch,251 N Broad St,7th Grade,98.67,York
2634,112679002,,Hannah Penn,415 E Boundary Ave,Kindergarten,96.25,York
2635,112679002,,Hannah Penn,415 E Boundary Ave,7th Grade,98.36,York
2636,112672803,,Hanover MS,300 Keagy Ave,7th Grade,100.0,York
2637,112672803,,Hanover SHS,401 Moul Ave,12th Grade,97.56,York
2638,112672803,,Hanover Street El Sch,101 East Hanover Street,Kindergarten,97.73,York
2639,112671303,,Hayshire El Sch,2801 Hayshire Dr,Kindergarten,96.48,York
